Row;Arabidopsis thaliana;Brachypodium distachyon;Musa acuminata;Oryza sativa;Phoenix dactylifera;Sorghum bicolor
22407;0;1;0;0;0;1
7953;1;1;1;1;1;1
8680;1;1;1;1;1;1
6439;1;1;1;1;1;1
7522;1;1;0;1;0;1
18296;0;0;1;0;0;0
3656;1;1;1;1;1;1
16240;0;1;0;1;0;1
8132;1;1;1;1;1;1
5673;1;1;1;1;1;1
9525;1;1;1;1;1;1
8841;1;1;1;1;1;1
3178;1;1;1;1;1;1
18546;1;0;0;0;0;0
15443;0;0;1;1;0;1
4154;1;1;1;1;1;0
18780;1;0;0;0;0;0
6657;1;1;1;1;1;1
15533;1;0;0;1;0;1
9214;1;1;1;1;1;1
11786;1;1;1;1;0;1
4257;1;1;1;1;1;1
4630;1;1;1;1;1;1
9610;1;1;1;1;1;1
3318;1;1;1;1;1;1
13205;0;0;0;1;0;0
20655;0;0;0;0;1;0
6870;1;1;1;1;1;1
22628;0;0;0;1;0;1
9222;1;1;1;1;1;1
6952;1;1;1;1;1;1
2928;0;0;0;0;0;1
11546;1;1;1;1;0;1
4150;1;1;1;1;1;1
7622;1;1;1;1;0;1
11240;1;1;0;1;1;1
18506;1;0;0;0;0;0
797;1;1;1;1;1;1
15425;0;1;0;1;0;1
21871;1;0;0;0;1;0
15763;1;0;0;1;0;1
11671;1;1;1;1;0;1
8965;1;1;1;1;1;1
10159;1;1;1;1;1;1
11123;1;1;1;1;0;1
16963;0;1;0;1;0;1
17455;0;1;0;1;0;1
116;1;1;1;1;1;1
20963;0;0;0;1;0;0
6156;1;1;1;1;1;1
12446;0;0;0;1;0;0
1277;1;1;1;1;1;1
14915;0;1;0;0;0;0
22506;0;1;0;1;0;0
16955;0;1;0;1;0;1
5938;1;1;1;1;1;1
4080;1;1;1;1;1;1
8535;1;1;1;1;1;1
10061;1;1;1;0;1;1
18209;0;0;1;0;0;0
6767;1;1;1;1;1;1
19423;0;0;0;0;1;0
18107;0;0;1;0;0;0
17811;0;0;0;1;0;0
15092;0;0;0;1;0;0
1169;1;1;1;1;1;1
17452;0;1;0;1;0;1
228;1;1;1;1;1;1
22390;0;1;0;0;0;1
884;0;1;0;1;0;1
14432;1;0;0;0;0;0
17136;0;1;0;1;0;1
652;0;0;0;1;0;0
19156;0;0;0;0;1;0
21344;0;0;0;1;0;1
15673;0;1;0;1;0;1
16719;0;1;0;1;0;1
14938;0;0;0;1;0;0
5723;1;1;1;1;1;1
6437;0;1;0;1;0;1
15585;0;1;0;1;0;1
19686;0;1;0;0;0;0
17435;0;1;0;1;0;1
11683;1;1;1;1;0;1
5362;1;0;1;0;1;0
3840;1;1;1;1;1;1
10736;1;0;0;0;1;0
7036;1;1;1;1;1;1
9680;1;1;1;1;1;1
7640;0;1;0;1;0;1
21283;0;0;0;1;0;1
2046;1;1;1;1;1;1
1802;1;1;1;1;1;1
13028;1;0;1;0;1;0
22009;0;1;0;1;0;0
4924;1;1;1;1;1;1
17662;0;1;0;1;0;1
10440;0;0;0;1;0;0
19310;0;0;0;0;0;1
13839;1;1;0;1;0;1
2724;1;1;1;1;1;1
13025;1;0;1;0;1;0
16622;0;1;0;1;1;0
18507;1;0;0;0;0;0
837;1;1;1;1;1;1
6896;0;1;1;1;1;1
20415;0;0;0;0;1;0
10837;0;1;0;1;0;1
435;0;0;0;0;0;1
12228;1;1;1;1;0;1
5614;1;1;1;1;1;1
13495;1;0;1;1;0;1
17721;0;0;0;1;0;0
7582;0;1;0;1;1;1
22418;0;1;0;1;0;0
17458;0;1;0;1;0;1
346;1;1;1;1;1;1
4651;1;1;1;1;1;1
20328;1;0;0;0;0;0
15916;0;1;0;1;0;1
13674;0;1;1;1;0;1
4441;1;1;1;1;1;1
3207;0;0;0;0;1;0
9220;1;1;1;1;1;1
7983;1;1;1;1;1;1
1376;1;1;1;1;1;1
16492;0;1;0;1;0;1
22146;0;1;0;1;0;0
6155;1;1;1;1;1;1
12423;0;0;0;1;0;0
12888;0;1;0;1;0;1
16229;0;1;0;1;0;1
12870;0;0;0;0;0;1
22395;0;1;0;1;0;0
15469;0;1;0;1;0;1
20816;0;0;0;1;0;0
12690;1;0;1;0;0;0
10309;1;1;1;1;1;1
22667;0;0;0;1;0;1
3752;1;1;1;1;0;1
18079;0;0;1;0;0;0
8846;1;1;1;1;1;1
21240;0;0;0;1;0;1
5800;1;1;1;1;1;1
11674;1;1;1;1;0;1
15316;0;0;0;1;0;0
18417;1;0;0;0;0;0
21024;0;0;0;1;0;0
18745;1;0;0;0;0;0
1151;1;1;1;1;1;1
23025;0;0;0;1;0;1
8235;1;1;1;1;1;1
364;0;0;0;0;0;1
18563;1;0;0;0;0;0
1028;1;1;0;1;0;1
6598;0;1;0;1;0;1
18047;0;0;1;0;0;0
19244;0;0;0;0;0;1
3476;1;1;1;1;1;1
18460;1;0;0;0;0;0
391;1;1;1;1;1;1
3757;0;1;0;1;0;1
1122;1;1;1;1;1;1
18165;0;0;1;0;0;0
4126;1;1;1;1;1;1
4491;1;1;1;1;1;1
4856;1;1;1;1;1;1
15845;0;1;0;1;0;1
9712;1;1;1;1;1;1
15333;0;1;0;1;0;1
6840;1;1;1;1;1;1
6232;1;1;1;1;1;1
22705;0;0;0;1;0;1
14142;0;0;0;1;0;1
241;1;1;1;1;1;1
1027;1;1;1;1;1;1
8868;1;1;1;1;1;1
22775;0;0;0;1;0;1
4839;0;0;0;1;0;1
23076;0;0;0;1;0;1
13948;1;1;0;1;0;1
19094;0;0;0;0;0;1
8566;1;1;1;1;1;1
7964;1;1;1;1;1;1
22300;0;1;0;0;0;1
21801;0;1;0;0;0;1
5070;1;1;1;1;1;1
15704;0;1;0;1;0;1
15983;0;0;1;1;0;1
9818;1;1;1;1;1;1
10756;1;1;0;1;0;1
10088;1;1;1;1;1;1
1078;1;1;1;1;1;1
10608;0;1;1;1;0;0
11869;1;1;1;1;0;1
19738;0;1;0;0;0;0
13248;0;1;0;1;0;0
18011;0;0;1;0;0;0
9259;1;1;1;1;1;1
12024;1;1;1;1;0;1
5822;1;1;1;1;0;1
4685;1;1;1;1;1;1
10784;0;1;0;1;0;1
20319;1;0;0;0;0;0
3583;1;1;1;1;1;1
11636;1;1;1;1;0;1
17732;0;0;0;1;0;0
20511;1;0;0;0;0;0
21253;0;0;0;1;0;1
20828;0;0;0;1;0;0
5628;1;1;1;1;0;1
18935;0;0;0;0;0;1
5735;1;1;1;1;0;1
9121;1;1;1;1;1;1
18757;1;0;0;0;0;0
22150;0;1;0;1;0;0
8943;1;1;1;1;1;1
1308;1;1;1;1;1;1
18030;0;0;0;0;1;0
16005;0;1;0;1;0;1
7283;1;1;1;1;0;1
23019;0;0;0;1;0;1
17965;0;0;1;0;0;0
4673;1;1;1;1;1;1
5622;1;1;1;1;1;1
1817;0;1;0;1;0;1
12014;0;1;1;1;1;1
15091;0;0;0;1;0;0
21210;0;0;0;1;0;1
1182;1;1;1;1;1;1
17641;0;1;0;1;0;1
17810;0;0;0;1;0;0
21145;0;0;0;1;0;1
22864;0;0;0;1;0;1
17765;0;0;0;1;0;0
5669;1;1;1;1;0;1
9519;1;1;1;1;1;1
18706;1;0;0;0;0;0
15135;0;0;1;0;0;0
8890;1;1;1;1;1;1
3283;1;1;1;1;1;1
6978;1;1;1;1;1;1
1096;0;1;1;1;0;1
14366;0;0;1;0;1;0
13227;0;1;0;1;0;1
19774;0;0;0;0;1;0
13143;0;1;0;0;0;0
4529;1;1;1;0;1;1
19651;0;1;0;0;0;0
23022;0;0;0;1;0;1
3659;1;1;1;1;1;1
942;1;1;1;1;1;1
13791;0;1;1;1;0;1
16481;0;1;0;1;0;1
15623;0;1;0;1;0;1
18393;0;0;1;0;0;0
566;0;0;0;0;0;1
10554;0;0;0;0;1;0
22646;0;0;0;1;0;1
16105;0;0;1;1;0;1
16373;0;1;0;1;0;1
4185;1;1;1;1;1;1
17570;0;1;0;1;0;1
11128;0;1;1;1;1;1
8976;1;1;1;1;1;1
3013;0;1;1;1;1;1
18986;0;0;0;0;0;1
3513;1;1;1;1;1;1
16824;0;1;0;1;0;1
6725;1;1;1;1;1;1
12480;0;0;0;1;0;1
20903;0;0;0;1;0;0
5770;1;1;1;1;1;1
1040;1;1;1;1;1;1
20312;1;0;0;0;0;0
702;1;1;1;1;1;1
7854;1;1;1;1;0;1
9606;1;1;1;1;1;1
10474;0;0;0;1;0;1
10130;1;1;1;1;1;1
7515;1;0;0;0;0;0
1533;0;1;0;1;0;0
7445;1;1;1;1;0;1
18580;0;0;0;0;1;0
5716;1;1;1;1;0;1
4238;1;1;1;1;0;1
460;1;1;1;1;1;1
12484;1;0;1;0;1;0
11199;1;1;1;1;0;1
20077;0;0;0;1;0;0
2722;1;1;1;1;1;1
8411;1;1;1;1;1;1
12526;0;0;0;1;0;0
6116;1;1;1;1;1;1
9596;1;1;1;1;1;1
1371;1;1;1;1;1;1
8945;1;1;1;1;1;1
14781;0;0;1;0;1;0
13949;1;1;0;1;0;1
23101;0;0;0;1;0;1
12909;0;1;0;1;0;1
18847;1;0;0;0;0;0
21620;0;0;1;0;1;0
15905;0;1;0;1;0;1
15120;0;1;0;1;0;0
13214;0;1;0;1;0;1
3173;1;1;1;1;1;1
7328;1;0;1;0;1;0
2717;1;1;1;1;1;1
1458;1;1;1;1;1;1
8954;1;1;1;1;1;1
1841;0;1;0;1;0;0
4333;1;1;1;1;1;1
17197;0;1;0;1;0;1
8955;1;1;1;1;1;1
15552;0;1;0;1;0;1
20064;0;0;0;1;0;0
18149;0;0;1;0;0;0
1989;1;1;1;1;1;1
11507;0;1;1;1;1;1
17370;0;1;0;1;0;1
18346;0;0;1;0;0;0
15034;0;0;0;1;0;1
1562;1;1;1;1;1;1
8310;1;1;1;1;1;1
19564;0;1;0;0;0;0
20882;0;0;0;1;0;0
18517;1;0;0;0;0;0
1679;1;1;1;1;1;1
16961;0;1;0;1;0;1
10754;1;1;0;1;0;1
19849;0;0;0;1;0;0
8027;1;1;1;1;1;1
20354;1;0;0;0;0;0
21296;0;0;0;1;0;1
1550;1;1;1;1;1;1
9082;1;1;1;1;1;1
14480;1;0;0;1;0;0
11629;1;1;1;1;0;1
17901;0;0;1;0;0;0
17205;0;1;0;1;0;1
5222;1;1;1;1;1;1
252;1;1;1;1;1;1
18360;0;0;1;0;0;0
88;1;1;1;1;1;1
16302;0;1;0;1;0;1
9545;1;1;1;1;1;1
16227;0;1;0;1;0;1
18936;0;0;0;0;0;1
8119;1;1;1;1;1;1
21501;0;0;1;0;1;0
4817;0;0;0;0;0;1
6093;1;1;1;1;1;1
14244;0;0;1;0;1;0
17101;0;1;0;1;0;1
13144;0;1;0;1;0;1
18816;0;0;0;0;1;0
11314;1;1;1;1;0;1
3390;1;1;1;1;1;1
11648;1;1;1;1;0;1
10372;1;1;1;1;1;1
15751;0;1;0;1;0;1
4802;1;1;1;1;1;1
1738;1;1;1;1;1;1
14184;0;0;1;0;0;0
14950;0;0;0;1;0;1
22981;0;0;0;1;0;1
10026;1;1;1;1;1;1
7021;1;1;1;1;1;1
2687;1;1;1;1;1;1
8611;1;1;1;1;1;1
14655;0;0;0;0;0;1
1471;1;1;1;1;1;1
8760;1;1;1;1;1;1
14473;1;0;0;0;0;0
19934;0;0;0;1;0;0
16913;0;1;0;1;0;1
14888;0;1;0;0;0;0
2848;1;1;1;1;1;1
18829;1;0;0;0;0;0
16139;0;1;0;1;0;1
5810;1;1;1;1;1;1
5561;1;1;1;1;1;1
4539;1;1;1;1;1;1
14506;1;0;0;0;0;0
8795;1;1;1;1;1;1
20758;0;1;0;0;0;0
2547;1;1;1;1;1;1
12533;0;0;1;0;0;0
9852;1;1;1;1;1;1
6149;1;0;0;0;0;0
901;1;1;1;1;1;1
14443;1;0;0;0;0;0
1080;1;1;1;1;1;1
6912;1;1;1;1;0;1
7627;1;1;1;1;0;1
10683;1;0;1;0;1;0
9703;1;1;1;1;1;1
562;1;1;1;1;1;1
13400;0;1;1;1;0;1
7130;0;1;0;1;0;1
7505;1;1;0;1;0;1
4920;1;1;1;1;1;1
3750;1;1;1;1;1;1
9419;1;1;1;1;1;1
18242;0;0;1;0;0;0
4428;1;1;1;1;1;1
14205;0;0;1;0;0;0
23041;0;0;0;1;0;1
12275;1;0;1;1;1;1
4601;1;1;1;1;1;1
4036;1;1;1;1;1;1
260;1;1;1;1;1;1
5029;1;1;1;1;1;1
14920;0;1;0;0;0;1
19461;0;0;0;0;1;0
3157;1;1;1;1;1;1
7135;0;1;0;1;0;1
15344;0;1;0;1;0;1
9557;1;1;1;1;1;1
5962;1;1;1;1;0;1
639;1;1;1;1;1;1
21733;0;1;0;1;0;0
16598;0;1;0;1;0;1
20934;0;0;0;1;0;0
12974;0;1;0;1;0;1
8803;1;1;1;1;1;1
1319;1;1;1;1;1;1
17821;0;0;0;1;0;0
2939;1;1;1;1;1;1
21934;0;1;0;1;0;0
1254;0;0;0;0;1;0
5260;1;1;1;1;1;1
4394;1;1;1;1;1;1
15534;0;1;0;1;0;1
19297;0;0;0;0;0;1
18691;1;0;0;0;0;0
5960;1;1;1;1;1;1
11192;1;1;1;1;0;1
18818;0;0;0;0;1;0
20521;1;0;0;0;0;0
12784;1;0;0;0;0;0
22785;0;0;0;1;0;1
2458;1;1;1;1;1;1
21993;0;1;0;1;0;0
12885;0;0;0;1;0;1
10775;0;0;0;0;0;1
1866;1;1;1;1;1;1
1467;1;1;1;1;1;1
9887;1;1;1;1;1;1
19841;0;0;0;1;0;0
21734;0;1;0;0;0;1
8100;1;1;1;1;1;1
19032;0;0;0;0;0;1
6280;1;1;1;1;1;1
20594;0;0;0;0;1;0
7811;1;1;1;1;0;1
17264;0;1;0;1;0;1
3085;1;1;1;1;1;1
18711;1;0;0;0;0;0
16290;0;1;0;1;0;1
10627;0;1;1;1;0;1
2690;1;1;1;1;1;1
17648;0;1;0;1;0;1
16524;0;1;0;1;0;1
14909;0;1;0;0;0;1
3037;1;1;1;1;1;1
22940;0;0;0;1;0;1
521;0;1;0;1;0;1
1860;1;1;1;1;1;1
20252;1;0;0;0;0;0
16867;0;1;0;1;0;1
19010;0;0;0;0;0;1
12366;1;1;0;1;1;1
8606;1;1;1;1;1;1
15956;0;1;0;1;0;1
3799;0;1;0;1;0;1
22794;0;0;0;1;0;1
8051;1;1;1;1;1;1
19781;0;0;0;1;0;0
19025;0;0;0;0;0;1
7977;1;1;1;1;1;1
17804;0;0;0;0;1;0
13432;0;1;0;1;1;1
20784;0;0;0;0;1;0
4233;1;1;1;1;1;1
11145;0;1;1;1;1;1
3132;1;1;1;1;1;1
22879;0;0;0;1;0;1
16354;1;1;0;0;0;1
10842;0;1;0;1;0;1
20151;0;0;0;1;0;0
6351;0;1;0;1;0;1
13573;0;0;1;1;1;1
9939;1;1;1;1;1;1
18536;1;0;0;0;0;0
20479;0;0;0;0;1;0
21872;1;0;1;0;0;0
18909;1;0;0;0;0;0
20495;1;0;0;0;0;0
16196;0;0;1;1;0;1
7046;1;1;1;1;1;1
2051;1;1;1;1;0;1
11822;1;1;1;1;0;1
13435;0;1;1;1;0;1
15909;0;1;0;1;0;1
1181;1;1;1;1;1;1
4288;0;1;1;1;1;1
11845;1;1;1;1;0;1
19599;0;1;0;0;0;0
9927;1;1;1;1;1;1
11956;1;1;1;1;0;1
11362;0;1;1;1;1;1
3347;1;1;1;1;1;1
18034;0;0;1;0;0;0
20801;0;0;0;1;0;0
18850;1;0;0;0;0;0
9238;1;1;1;1;1;1
959;1;1;1;1;1;1
572;0;1;0;0;0;0
3653;1;1;1;1;1;1
14274;0;0;1;0;0;0
5000;1;0;0;0;0;0
2400;1;1;1;1;0;1
19315;0;0;0;0;0;1
1493;0;1;0;1;0;1
17576;0;1;0;1;0;1
1794;1;1;1;1;1;1
1498;0;0;0;0;0;1
9969;1;1;1;1;1;1
10626;0;1;1;1;0;1
6526;1;1;1;1;1;1
22461;0;1;0;1;0;0
14096;0;0;0;1;0;1
22279;0;1;0;0;0;1
6443;0;1;1;1;0;1
22229;0;1;0;0;0;1
6234;1;1;1;1;1;1
12322;0;1;1;1;1;1
1587;1;1;1;1;1;1
1303;1;1;1;1;1;1
14111;0;0;0;1;0;0
22865;0;0;0;1;0;1
4888;1;1;1;1;1;1
4775;1;1;1;1;1;1
13323;1;0;0;0;0;0
16084;1;0;1;0;1;0
18789;1;0;0;0;0;0
4986;0;0;0;1;0;1
5974;1;1;1;1;1;1
15791;0;1;0;1;0;1
7975;1;1;1;1;1;1
4370;1;1;1;1;1;1
23130;0;0;0;1;0;1
11481;0;1;1;1;1;1
8328;1;1;1;1;1;1
5164;1;1;1;1;1;1
2617;1;1;1;1;1;1
12708;1;0;0;0;1;0
16530;0;1;0;1;0;1
3265;1;1;1;1;1;1
20559;0;0;0;0;1;0
5017;1;1;1;1;1;1
9698;1;1;1;1;1;1
153;1;0;0;0;0;0
18018;0;0;1;0;0;0
22362;0;1;0;0;0;1
16234;1;0;0;1;0;1
7884;1;1;1;1;0;1
15783;0;1;0;1;0;1
13914;1;1;0;1;0;1
22486;0;1;0;1;0;0
4777;1;1;1;1;1;1
13535;0;1;1;1;0;1
1733;1;1;1;1;1;1
10259;1;1;1;1;1;1
16454;0;1;0;1;0;1
3365;0;1;1;1;1;1
12070;1;1;1;1;0;1
19112;0;0;0;0;0;1
15613;0;1;0;1;0;1
22583;0;1;0;0;0;1
7077;1;1;1;1;1;1
8921;1;1;1;1;1;1
19362;0;0;0;0;0;1
15311;0;0;0;1;0;0
3925;0;0;0;1;0;1
22281;0;1;0;0;0;1
22922;0;0;0;1;0;1
17940;0;0;1;0;0;0
340;0;0;1;0;1;0
7448;1;1;1;1;0;1
18348;0;0;1;0;0;0
2560;1;1;1;1;1;1
22554;0;1;0;0;0;1
17196;0;1;0;1;0;1
6508;0;1;0;1;0;1
22907;0;0;0;1;0;1
22361;0;1;0;0;0;1
13182;0;1;0;1;0;1
5252;0;1;1;1;1;1
10938;0;1;0;1;0;1
12147;1;1;1;1;0;1
22811;0;0;0;1;1;0
18080;0;0;1;0;0;0
5;1;1;1;1;1;1
4337;1;1;1;1;0;1
2885;1;1;1;1;1;1
16009;0;1;0;1;0;1
15576;0;1;0;1;0;1
8585;1;1;1;1;1;1
12863;0;1;0;1;0;1
17536;0;1;0;1;0;1
11408;0;1;1;1;1;1
23132;0;0;0;1;0;1
2569;1;1;1;1;1;1
300;1;1;1;1;1;1
11296;1;1;1;1;0;1
7511;1;1;1;1;0;1
10879;0;1;0;1;1;1
6504;1;1;1;1;1;1
13415;0;1;1;1;0;1
8554;1;1;1;1;1;1
11779;0;1;1;1;1;1
12696;1;0;0;0;0;0
9154;1;1;1;1;1;1
13937;1;1;0;1;0;1
19436;0;0;0;0;1;0
20624;0;0;0;0;1;0
10274;1;1;1;1;1;1
17409;0;1;0;1;0;1
10456;0;1;0;1;0;0
11000;0;1;0;1;1;1
19911;0;0;0;1;0;0
7127;0;0;0;1;0;1
6522;1;1;1;1;1;1
12296;1;1;1;0;1;1
1407;1;1;1;1;1;1
9941;1;1;1;1;0;1
11257;1;1;1;1;0;1
14407;1;0;0;0;0;0
13068;0;1;0;1;0;0
9550;1;1;1;1;1;1
18738;1;0;0;0;0;0
12755;1;0;0;0;0;0
23067;0;0;0;1;0;1
20616;0;0;0;0;0;1
14593;0;1;0;0;0;1
9137;1;1;1;1;1;1
6137;1;1;1;1;1;1
8557;1;1;1;1;1;1
18594;1;0;0;0;0;0
6804;0;0;0;0;1;0
19980;0;0;0;1;0;0
21710;0;0;1;0;1;0
13989;0;1;0;1;0;1
17000;0;1;0;1;0;1
8834;1;1;1;1;1;1
8791;1;1;1;1;1;1
4807;1;1;1;1;1;1
12912;0;1;0;1;0;1
10592;0;1;1;1;0;1
14381;1;0;0;0;0;0
6123;1;1;1;1;1;1
3345;1;1;1;1;1;1
7289;0;1;1;1;0;1
14731;0;0;0;0;0;1
13228;0;1;0;1;0;1
2776;1;1;1;1;1;1
22312;0;1;0;1;0;0
21267;0;0;0;1;0;1
19708;0;1;0;0;0;0
7886;0;1;1;1;1;1
7471;1;1;1;1;0;1
18180;0;0;1;0;0;0
2550;1;1;1;1;1;1
19374;0;0;0;0;0;1
4473;1;1;1;1;1;1
8551;1;1;1;1;1;1
18164;0;0;1;0;0;0
22889;0;0;0;1;0;1
22272;0;1;0;0;0;1
17905;0;0;1;0;0;0
19272;0;0;0;0;0;1
12218;1;1;1;1;0;1
7483;0;1;1;1;1;1
12116;1;0;1;1;1;1
6404;0;0;0;0;0;1
6287;1;1;1;0;0;1
13952;1;1;0;1;0;1
15718;0;1;0;1;0;1
1911;1;1;1;1;1;1
12297;1;1;1;1;0;1
11076;1;0;0;0;0;0
17009;0;1;0;1;0;1
6716;0;0;1;1;1;1
21929;0;1;0;0;0;1
5727;1;1;1;1;1;1
9387;1;1;1;1;1;1
11890;1;1;1;1;0;1
682;1;1;1;1;0;1
8338;1;1;1;1;1;1
3102;1;1;1;1;0;1
5535;1;1;1;1;0;1
14844;0;1;0;0;0;0
19541;0;1;0;0;0;0
12823;0;0;0;0;0;1
518;1;1;1;1;1;1
17619;0;1;0;1;1;0
1382;1;1;1;1;1;1
486;1;1;1;1;1;1
545;1;1;1;1;1;1
15343;0;1;0;1;0;1
22158;0;1;0;1;0;0
21094;0;0;0;1;0;1
5010;0;0;0;0;0;1
2493;1;1;1;1;1;1
10880;0;0;0;1;0;1
7542;1;1;1;1;0;1
11721;1;1;1;1;0;1
3151;0;1;1;1;1;1
360;1;1;1;1;1;1
18049;0;0;1;0;0;0
21227;0;0;0;1;0;1
6387;1;1;1;1;1;1
19888;0;0;0;1;0;0
8538;1;1;1;1;1;1
20668;0;0;0;0;1;0
22467;0;1;0;0;0;1
131;1;1;1;1;1;1
257;0;0;0;1;0;0
8393;1;1;1;1;1;1
19948;0;0;0;1;0;0
22008;0;1;0;0;0;1
23055;0;0;0;1;0;1
15192;1;0;0;0;0;0
15754;0;1;0;1;0;1
7262;1;1;1;1;0;1
1620;1;1;1;1;1;1
19475;0;0;0;0;1;0
6480;0;0;0;0;0;1
11889;0;1;1;1;1;1
20564;0;0;0;0;0;1
16495;0;1;0;1;0;1
19512;0;0;0;0;1;0
2108;1;1;1;1;1;1
15810;0;1;1;1;0;0
1129;1;1;1;1;1;1
11256;1;1;1;1;0;1
14798;0;0;0;0;1;0
6066;1;1;1;1;1;1
5119;0;1;0;1;0;1
21933;0;1;0;1;0;0
12119;1;1;1;1;0;1
20549;0;0;0;0;1;0
17830;0;0;0;0;1;0
15736;0;1;0;1;0;1
14828;0;1;0;0;0;0
580;1;1;1;1;1;1
15085;0;0;0;1;0;0
4569;1;1;1;1;1;1
11673;1;1;1;1;0;1
5216;0;0;1;0;0;0
14327;1;0;1;0;0;0
12340;1;1;0;1;1;1
16232;0;1;0;1;0;1
8772;1;1;1;0;1;1
20457;1;0;0;0;0;0
1019;1;1;1;1;1;1
22316;0;1;0;0;0;1
7450;1;1;1;1;0;1
16506;0;1;0;1;0;1
11267;1;1;1;1;1;0
9556;1;1;1;1;1;1
8111;1;1;1;1;1;1
7616;1;1;0;1;1;1
8408;1;1;1;1;1;1
16363;0;1;0;0;1;1
7467;0;1;1;1;0;1
1783;1;1;1;1;1;1
22305;0;1;0;1;0;0
18840;1;0;0;0;0;0
19767;0;1;0;0;0;0
21909;0;1;0;0;0;1
18249;0;0;1;0;0;0
5668;1;1;1;1;1;1
4325;1;1;1;1;1;1
18252;0;0;1;0;0;0
18382;0;0;1;0;0;0
18179;0;0;1;0;0;0
4023;1;1;1;1;1;1
2800;1;1;1;1;1;1
16896;0;1;0;1;0;1
4161;1;1;1;1;1;1
23059;0;0;0;1;0;1
21795;1;0;1;0;0;0
14724;0;1;0;0;0;1
13185;0;1;0;1;0;0
21636;0;0;1;0;1;0
2236;1;1;1;1;1;1
20888;0;0;0;1;0;0
12894;0;1;0;1;0;1
1392;1;1;1;1;1;1
3455;1;1;1;1;0;1
20034;0;0;0;1;0;0
22122;0;1;0;1;0;0
16242;0;1;0;1;0;1
8158;1;1;1;1;1;1
5484;1;1;1;1;0;1
7655;1;1;1;1;0;1
17780;0;0;0;1;0;0
718;1;1;1;1;0;1
9209;1;1;1;1;1;1
9805;1;1;1;1;1;1
4026;1;1;1;1;1;1
18281;0;0;1;0;0;0
4010;1;1;1;1;0;1
3709;0;1;0;0;0;1
23100;0;0;0;1;0;1
917;1;1;1;1;1;1
22325;0;1;0;1;0;0
6762;1;1;1;1;1;1
19901;0;0;0;1;0;0
3597;1;1;1;1;1;1
1762;1;1;1;1;1;1
4980;1;1;1;1;1;1
21981;0;0;0;1;0;1
11938;1;0;1;1;1;1
4097;1;1;1;1;1;1
16169;0;1;0;1;0;1
22609;0;0;0;1;0;1
302;1;0;0;0;0;0
6101;1;1;1;1;1;1
10715;1;1;0;1;0;1
10128;1;1;1;1;1;1
6004;1;1;1;1;1;1
12999;0;1;0;1;0;1
10238;1;1;1;1;1;1
6484;1;1;1;1;1;1
14755;0;0;0;1;0;1
155;1;1;1;1;1;1
1585;1;1;1;1;0;1
21113;0;0;0;1;0;1
13534;0;1;1;1;0;1
10293;1;1;1;1;1;1
17039;0;1;0;1;0;1
22633;0;0;0;1;0;1
7297;1;1;1;1;0;1
14162;0;0;1;0;0;0
15501;0;1;0;1;0;1
12203;0;1;1;1;1;1
3794;1;1;1;1;1;1
8133;1;1;1;1;1;1
475;1;1;1;1;1;1
1215;1;1;1;1;1;1
17703;0;0;0;1;0;0
16617;0;1;0;1;0;1
22336;0;1;0;1;0;0
22547;0;1;0;1;0;0
8337;1;1;1;1;1;1
16526;0;1;0;1;0;1
20993;0;0;0;1;0;0
21503;0;0;1;0;1;0
5051;1;1;1;1;1;1
1317;1;1;1;1;1;1
425;1;1;1;1;1;1
339;1;1;1;1;1;1
21158;0;0;0;1;0;1
16175;0;1;0;1;0;1
7337;0;1;1;0;1;1
11336;1;1;1;1;0;1
15780;0;1;0;1;0;1
1007;1;1;1;1;1;1
16267;0;1;0;1;0;1
12514;0;1;0;1;0;1
16998;0;1;0;1;0;1
19128;0;0;0;0;0;1
7010;1;1;1;1;1;1
4982;1;1;1;1;1;1
23090;0;0;0;1;0;1
1926;1;1;1;1;1;1
14816;0;0;1;0;1;0
13333;1;0;0;0;0;0
18186;0;0;1;0;0;0
22962;0;0;0;1;0;1
12772;1;1;0;0;0;0
5039;1;1;1;1;1;1
10500;0;1;0;1;0;0
2859;0;0;0;0;0;1
13225;0;0;1;1;0;1
2151;1;1;1;1;1;1
7351;0;1;1;1;1;1
10746;0;0;0;0;1;0
9528;1;1;1;1;1;1
16627;0;1;0;1;0;1
7532;1;0;1;1;0;1
5152;1;1;1;1;1;1
4065;1;1;1;1;0;1
17820;0;0;0;1;0;0
11203;0;1;1;1;1;1
13371;0;0;0;1;0;0
7998;1;1;1;1;1;1
12592;1;0;1;0;0;0
6993;1;1;1;1;1;1
13375;0;1;0;1;0;1
15129;0;0;1;0;0;0
8276;1;1;1;1;1;1
18455;1;0;0;0;0;0
17625;0;1;0;1;0;1
12443;0;0;0;1;0;0
12527;0;0;0;1;0;1
22074;0;1;0;1;0;0
16724;0;1;0;1;0;1
15027;0;0;0;1;0;1
22492;0;1;0;0;0;1
463;1;1;1;1;1;1
16633;0;1;0;1;0;1
1525;1;1;1;1;1;1
11861;1;1;1;1;0;1
9682;1;1;1;1;1;1
20793;0;0;0;1;0;0
8807;1;1;1;1;1;1
10148;1;1;1;1;1;1
802;1;1;1;1;1;1
16382;0;1;0;1;0;1
23037;0;0;0;1;0;1
8126;1;1;1;1;1;1
21524;0;0;1;0;1;0
10349;1;1;1;1;1;1
5536;1;1;1;1;1;1
7366;1;1;1;1;0;1
22268;0;1;0;0;0;1
